x,y,split
1.0189895032697969,1.1298279924823826,train
-1.3183205553234356,2.4794294449411693,train
0.3782593523764164,0.9559662935511029,train
1.6633368351239461,1.841994695037845,validation
0.7832584921412105,1.2393815981432008,train
-1.2566317153029067,2.1620456219085753,test
1.3360403189304542,1.045851640955921,test
-0.06559808625492325,-0.19509310383125786,test
-0.4383997339900563,-0.8092761788277221,train
1.3445628084832872,0.983742039297458,train
-0.9328873403080533,0.5243330676874433,train
1.962153106473751,3.412319536377036,test
-1.21668696778011,1.9826416222730776,train
-0.09383104140382104,-0.2719503718841244,train
0.41018159470556936,1.1891685546910795,train
-0.7686592692409282,-0.2523416282057976,train
1.0429830193102911,1.1291119530570868,validation
0.16370162596396387,0.5163523769566876,validation
1.5186920691996857,1.2978911579716563,validation
-1.341126910973244,2.6030999765611553,train
0.5532911879995912,1.3335244038309404,test
0.5831193783696631,1.2910561174553257,train
1.2988346262794561,0.9801987637879952,train
-1.5238822526929154,3.3731555068774295,train
-0.6046718868942551,-0.638591381848965,validation
-0.6228572799720675,-0.6129627543423698,train
0.6368817327037197,1.381741360629594,validation
-1.3515029022101355,2.5848375441320073,validation
-1.6724980657009723,3.791636596078111,test
-0.6704804838864269,-0.3598567870604099,train
1.1788052619241478,1.0113458558739568,test
1.089597963132193,1.0792547988064258,validation
-1.8277569838484227,3.9666821837946515,test
-1.1435282284465065,1.6096895992368172,train
-1.018249277409927,0.9148002404201808,validation
1.8262280429090145,2.5330264034793455,validation
-1.3480534734453622,2.61714350002731,train
-1.7074859876056503,3.7950266364682674,test
-1.8250111852521838,4.00429649313675,train
0.5757030681444757,1.3211543045456513,test
0.5523218136210537,1.3155122617398756,test
-1.1411704278213182,1.5831917913197142,train
1.1441438933794998,1.1007225263915452,train
0.9092741168933074,1.2209741167559973,test
1.8001325432674373,2.514458761490769,test
1.6858237660395874,1.8943585687999844,train
-0.300647908987945,-0.7478213857554734,train
0.40426102449849033,1.1612339974586394,train
0.5055194612473439,1.2929755123477231,test
0.6713178311386789,1.4005147940748968,test
0.6089365997452205,1.3445327274171452,train
-1.4945464959260746,3.179500042531069,train
-0.8743210884147992,0.24167393093550454,train
1.4067232686205133,1.0555566859816707,validation
-1.860206167163244,4.046046055878795,train
1.8788974455608916,2.9845576131359777,train
-1.3458285947337938,2.5716853455567676,train
-1.7771572654369314,4.0437907758621865,validation
0.5840623301302625,1.305739031959164,validation
-1.2083191154501338,1.902530734851838,test
-1.9168645277672995,4.098139534737486,validation
0.39562558567890393,1.0627718815698572,test
-0.6082833330065252,-0.5943397869330275,train
0.4903607685699205,1.3259628111087771,test
-0.24627152730758972,-0.5995652362559801,validation
1.3313437823754621,1.0656792719345205,train
1.8468263144658779,2.745666947381546,train
-1.6016475228402252,3.542143253274007,validation
-0.2921720763143787,-0.6974352512777984,test
0.5144782551075111,1.2380155535016917,train
1.49499495842203,1.2222320734384688,train
-1.013857160639295,0.9215529818418813,train
-1.3466880000784371,2.5576296835085843,train
0.6169424360291571,1.4002359748596822,test
0.2918639887177341,0.8478746867719551,test
0.37435228284588096,1.1114454095568624,validation
-1.6888811925362814,3.7802014325386195,train
1.2618842217936703,1.0654770202179966,train
1.9459668840030546,3.393031129068097,test
-0.849943692687928,0.1720004467841323,validation
1.383617249311797,0.9950445972535565,validation
-1.2544658870227052,2.1357857368892526,train
1.887768228424758,3.0302752505318,test
-1.5819733260794373,3.5314088674528152,test
0.04107018582478528,0.21819753725845453,train
-1.5299278086586012,3.244492100541647,train
0.9960529299908707,1.1117201275619122,test
0.11977348123519871,0.40566505085519583,validation
-0.7188116706146768,-0.40895115449465474,train
1.3123437091583163,1.0275482086198175,train
-0.3446229691702736,-0.7356435691057172,train
1.7316555462247147,2.1960494689195906,test
0.06374189832464383,0.23447996691730877,test
-0.45422524935222075,-0.8226357784362706,test
-0.16909773541204887,-0.551217050302421,validation
-1.9634936755220456,4.20287659837729,test
0.9937015063875818,1.171436831144935,train
-0.5766098376333368,-0.578302306235533,test
-1.101290095282284,1.3780645529081634,validation
0.33997246888180177,0.9479517703851891,validation
0.2702607064129343,0.7505962160085904,train
-1.0394998188909201,1.0681263593669044,train
0.425837885073471,1.1248670684159214,test
0.010941830699231936,0.006811164007924787,test
0.9887579177062444,1.1868150281461027,test
-1.1417556684535177,1.600872858108444,test
0.8362016433737987,1.4021631670640462,train
-1.9237735111154834,4.13050871416834,train
-1.8918546331796824,4.089516671952943,test
0.7575712448039842,1.4189188663163723,validation
-0.04193547925834107,-0.056765183696794286,test
0.9807480865599296,1.177551753089847,validation
-1.391229297192841,2.7670751151411417,validation
-1.1394451263957137,1.5675530957304755,validation
-1.7025104838068428,3.852730159189117,train
-1.0680814508726808,1.105768283137678,validation
-1.486076353115683,3.070125180254674,train
0.41907153399261476,1.1852922142424933,validation
-1.3374309646098772,2.5641357981040067,train
-0.1753314171319036,-0.48048342103283226,train
1.5527147277348061,1.4049545067262434,validation
1.5210273521298459,1.4239199085054701,train
-1.0764133368599333,1.1624472600387086,test
-0.8057310499182964,-0.023953984396648094,test
-1.5743800938730055,3.4836560011083724,validation
-0.9853493328100447,0.8023675713741238,train
0.3464623517940737,0.9635429058941083,validation
-0.45219596081889346,-0.7158787264011448,train
1.729566527447544,2.052582576624459,validation
0.7260015312732659,1.3353886173186804,train
-0.044651752829179436,-0.08021483857061737,test
-0.9982107030302547,0.7954082477651983,train
1.268670027051591,0.9717748175586426,train
0.46950426510937016,1.2183542168477535,train
-0.2038307131406456,-0.49961460693167065,validation
1.0647343772813351,1.157930387030891,test
-0.5633628646879552,-0.7127026737702206,train
1.3310946352090522,0.9784438605492098,train
-0.291223972356935,-0.7543590120642296,train
-0.028756944567274623,-0.09593015152499815,test
1.0238169030194113,1.0983447480233455,train
-0.3609287382669786,-0.7075616606863946,train
0.9223326040652089,1.149897378607492,train
-0.6787174772101485,-0.3920776142384507,validation
1.000014050858863,1.215998969128469,train
1.992491860367299,3.724408682625247,train
-1.758740624278908,3.921301735441302,train
1.328516574175727,0.9351396423321119,train
1.6783996777604586,1.9023965283368829,train
1.0274733613184015,1.0809919692725567,train
0.012875003220198522,-0.01008802679015363,train
0.6273083181765493,1.3615384873934127,train
-0.6191511098294042,-0.5964927277905936,validation
0.6172392176871337,1.3809785655391644,validation
1.3102095011264505,0.9555820910628743,validation
-1.0356577429868339,1.0028674398963664,validation
0.39568831752704936,1.1032369851495405,train
1.3242881237171358,1.1423083249705017,train
0.9047405335897483,1.1792925572283244,train
-1.513226419208583,3.283998627908553,train
0.6649897475367994,1.3930610072202947,train
0.6895097910375809,1.3333272842072703,validation
-1.884501461079874,4.230229437726219,test
-1.3424717894670635,2.5823691138432663,test
-1.8541914406274276,4.11354206160579,validation
1.3166010763426623,0.8999198187637729,train
1.8412881888442056,2.6908524448966498,test
-0.040184796511850696,-0.10779557418129909,validation
1.24975559958744,0.9881832065207831,test
-1.622063310354025,3.6206548285167997,train
0.9168624135145675,1.2523006403979418,test
-1.2069388876228704,1.8813924777700182,train
-1.3519125478379794,2.5176177090186824,train
-1.2289371114622303,1.9633721974002443,validation
-0.4107559507976366,-0.7547593590030605,train
1.234414719422904,1.0158887197892374,validation
-0.13954925921079697,-0.40826785032505786,test
-1.0476678621151674,1.1150216096939005,train
1.9175907576982283,3.2585204055540977,validation
0.16019439770153232,0.5065998451435116,validation
-1.140059435454679,1.446206177735706,validation
-1.0464291575519913,1.0767797188976536,train
